Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
0171059933-0195;0171059933-0195-1;28.07.2025 19:22;29.07.2025 00:00;Отменён;;29.07.2025 01:40;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XS;1768353251;1
38717563-0002;38717563-0002-5;28.07.2025 18:30;31.07.2025 08:00;Доставлен;02.08.2025 12:51;31.07.2025 15:08;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
38717563-0002;38717563-0002-3;28.07.2025 18:30;31.07.2025 02:30;Отменён;;30.07.2025 21:52;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
38717563-0002;38717563-0002-2;28.07.2025 18:30;30.07.2025 16:30;Отменён;;30.07.2025 13:26;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
04377970-0075;04377970-0075-2;28.07.2025 17:16;29.07.2025 16:30;Доставлен;02.08.2025 15:37;29.07.2025 15:41;317,98;Носки с Бака Акио, белые (VMS-SC-015-100), 41-44;1769119459;1
04377970-0075;04377970-0075-1;28.07.2025 17:16;29.07.2025 11:00;Доставлен;02.08.2025 15:37;29.07.2025 16:42;1143,02;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
44896617-0045;44896617-0045-1;28.07.2025 16:51;29.07.2025 08:00;Доставлен;01.08.2025 11:57;29.07.2025 18:27;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XS;1768353198;1
81651016-0097;81651016-0097-5;28.07.2025 16:34;29.07.2025 00:00;Доставлен;31.07.2025 15:15;28.07.2025 23:43;953;Блокнот VK Стерео-Варио Хоппер;1776436112;1
81651016-0097;81651016-0097-3;28.07.2025 16:34;29.07.2025 00:00;Доставлен;31.07.2025 15:15;28.07.2025 23:43;953;Блокнот VK Стерео-Варио Хоппер;1776436112;1
81651016-0097;81651016-0097-2;28.07.2025 16:34;29.07.2025 00:00;Доставлен;31.07.2025 15:15;28.07.2025 23:43;1353;Мягкая игрушка VK Спаркс;1768224517;1
81651016-0097;81651016-0097-1;28.07.2025 16:34;29.07.2025 00:00;Доставлен;31.07.2025 15:15;28.07.2025 20:03;4670;Худи VK Персик комикс, черное (VMS-SW-006-800), S;1778100184;1
17546168-0144;17546168-0144-1;28.07.2025 16:16;29.07.2025 08:00;Доставлен;04.08.2025 07:16;31.07.2025 11:12;2394;Футболка VK НАТАЛЬНАЯ КАРТА черная (ST-VKNC-001-800), M;1840822100;1
33532831-0221;33532831-0221-1;28.07.2025 14:30;29.07.2025 04:00;Доставлен;02.08.2025 10:46;29.07.2025 06:08;1353;Мягкая игрушка VK Лис;1768224487;1
49870259-0147;49870259-0147-1;28.07.2025 13:36;28.07.2025 20:00;Отменён;;;474;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
25001437-0216;25001437-0216-1;28.07.2025 13:13;29.07.2025 12:30;Доставляется;;28.07.2025 19:47;1056;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), XXS;1768353197;1
0171059933-0194;0171059933-0194-1;28.07.2025 12:18;29.07.2025 00:00;Доставлен;30.07.2025 15:40;29.07.2025 01:57;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XS;1768353251;1
31804037-0151;31804037-0151-1;28.07.2025 12:03;29.07.2025 08:00;Доставлен;31.07.2025 15:12;29.07.2025 10:37;2139;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
49081710-0043;49081710-0043-4;28.07.2025 11:34;29.07.2025 02:00;Доставлен;01.08.2025 11:12;29.07.2025 03:15;414;Значок VK Персик;1769215980;1
49081710-0043;49081710-0043-1;28.07.2025 11:34;29.07.2025 12:30;Доставлен;30.07.2025 13:27;29.07.2025 10:47;418;"Значок VK ""Бака Акио""";1769215749;1
56779895-0228;56779895-0228-1;28.07.2025 10:59;29.07.2025 04:00;Доставлен;01.08.2025 07:31;29.07.2025 06:50;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XS;1768353251;1
0171059933-0193;0171059933-0193-1;28.07.2025 10:55;29.07.2025 06:00;Отменён;;;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XS;1768353251;1
42984950-0481;42984950-0481-1;28.07.2025 09:54;29.07.2025 10:00;Доставлен;03.08.2025 17:29;29.07.2025 13:20;345;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
58733790-0056;58733790-0056-1;28.07.2025 07:40;29.07.2025 00:00;Доставлен;30.07.2025 12:47;29.07.2025 01:17;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XS;1768353251;1
36836088-0687;36836088-0687-1;28.07.2025 06:45;29.07.2025 02:30;Доставлен;31.07.2025 16:34;29.07.2025 02:58;1147;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
36836088-0686;36836088-0686-1;28.07.2025 06:41;28.07.2025 20:30;Доставлен;29.07.2025 17:38;28.07.2025 20:24;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), M;1768353238;1
38068191-0138;38068191-0138-5;28.07.2025 06:22;28.07.2025 20:00;Отменён;;28.07.2025 20:45;732;Картхолдер VK Дигги (Фуксия);1768141524;1
38068191-0138;38068191-0138-2;28.07.2025 06:22;28.07.2025 20:00;Отменён;;28.07.2025 20:45;732;Обложка на паспорт VK Дигги (Монализа);1768141625;1
52022424-0215;52022424-0215-1;28.07.2025 03:59;29.07.2025 02:00;Доставлен;29.07.2025 14:53;28.07.2025 16:08;732;Картхолдер VK Спотти (НЛО);1768141529;1
05710157-0076;05710157-0076-1;28.07.2025 02:37;28.07.2025 07:30;Доставлен;29.07.2025 10:42;28.07.2025 06:58;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), XS;1768353212;1
31114010-0060;31114010-0060-3;28.07.2025 02:01;02.08.2025 07:00;Доставляется;;02.08.2025 05:09;355;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
63038154-0074;63038154-0074-1;27.07.2025 21:51;30.07.2025 04:00;Доставлен;03.08.2025 13:02;30.07.2025 09:07;287;Стикеры VK Персик А5;1775029406;1
45465915-0427;45465915-0427-1;27.07.2025 21:03;28.07.2025 16:00;Доставлен;03.08.2025 07:16;28.07.2025 15:35;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), M;1768353213;1
0158452404-0077;0158452404-0077-1;27.07.2025 20:39;29.07.2025 04:00;Отменён;;;847;"Блокнот VK Стерео-Варио ""Перcик в кино""";1776436158;1
98243604-0041;98243604-0041-2;27.07.2025 20:08;29.07.2025 00:00;Доставлен;29.07.2025 16:53;28.07.2025 18:26;418;Значок VK Fest 2025, фиолетовый;2241590670;1
65196093-0054;65196093-0054-3;27.07.2025 20:07;28.07.2025 04:00;Доставляется;;28.07.2025 06:24;287;Стикеры VK Персик А5;1775029406;1
65196093-0054;65196093-0054-1;27.07.2025 20:07;28.07.2025 04:00;Доставляется;;28.07.2025 06:24;287;Стикеры VK Спотти А5;1775029411;1
0178310418-0018;0178310418-0018-1;27.07.2025 18:07;28.07.2025 14:00;Отменён;;;906;"Настольная игра VK ""Friends""";1776516081;1
0178310418-0016;0178310418-0016-1;27.07.2025 17:47;28.07.2025 13:30;Отменён;;;8409;Рюкзак VK, синий;1768141658;1
0178310418-0014;0178310418-0014-1;27.07.2025 17:43;28.07.2025 14:00;Отменён;;;2710;Шнурок для телефона VK, синий;2162696671;1
0178310418-0013;0178310418-0013-1;27.07.2025 17:42;28.07.2025 14:00;Доставлен;30.07.2025 17:50;28.07.2025 17:33;1105;Маска для сна VK Хоппер;1776495536;1
0178310418-0012;0178310418-0012-1;27.07.2025 17:41;28.07.2025 14:00;Доставлен;01.08.2025 16:44;28.07.2025 18:50;732;Картхолдер VK Спотти (НЛО);1768141529;1
88171128-0138;88171128-0138-1;27.07.2025 17:05;31.07.2025 08:30;Отменён;;30.07.2025 21:44;2274;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
0102133329-0104;0102133329-0104-3;27.07.2025 15:51;28.07.2025 08:00;Доставлен;30.07.2025 10:53;28.07.2025 07:35;2300;Худи VK Дигги комикс, серое (VMS-SW-001-700), XS;1778100197;1
0102133329-0104;0102133329-0104-2;27.07.2025 15:51;28.07.2025 10:30;Доставлен;30.07.2025 10:53;28.07.2025 08:43;2139;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
07915807-0288;07915807-0288-3;27.07.2025 15:26;28.07.2025 19:00;Доставлен;02.08.2025 04:27;28.07.2025 19:19;414;Значок VK Персик;1769215980;1
07915807-0288;07915807-0288-1;27.07.2025 15:26;28.07.2025 19:00;Доставлен;02.08.2025 04:27;28.07.2025 19:19;418;"Значок VK ""Персик с повязкой""";1769215938;1
43553233-0068;43553233-0068-1;27.07.2025 15:19;28.07.2025 10:30;Доставлен;03.08.2025 11:10;28.07.2025 14:48;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XS;1768353251;1
43553233-0067;43553233-0067-1;27.07.2025 15:16;28.07.2025 08:00;Доставлен;03.08.2025 11:10;28.07.2025 12:52;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), XS;1768353212;1
38567154-0133;38567154-0133-1;27.07.2025 14:04;28.07.2025 02:30;Доставлен;30.07.2025 14:47;27.07.2025 23:59;1462;Бутылка для воды VK Fest;2247050369;1
10860217-0112;10860217-0112-4;27.07.2025 12:49;27.07.2025 17:30;Доставляется;;27.07.2025 16:36;2139;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
10860217-0112;10860217-0112-1;27.07.2025 12:49;28.07.2025 14:00;Доставляется;;28.07.2025 15:12;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), M;1768353213;1
24802274-0748;24802274-0748-1;27.07.2025 12:42;28.07.2025 04:00;Доставлен;03.08.2025 16:28;28.07.2025 07:12;365;"Значок VK ""Бака Акио""";1769215749;1
25615244-0383;25615244-0383-2;27.07.2025 11:32;28.07.2025 01:00;Доставлен;31.07.2025 17:50;27.07.2025 20:44;732;Обложка на паспорт VK Персик (Крик);1768141595;1
03623851-0271;03623851-0271-5;27.07.2025 11:01;27.07.2025 22:00;Доставлен;28.07.2025 14:43;27.07.2025 18:44;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XS;1768353198;1
03623851-0271;03623851-0271-1;27.07.2025 11:01;27.07.2025 22:00;Доставлен;28.07.2025 14:43;27.07.2025 18:44;1245;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), XS;1768353182;1
0117694149-0332;0117694149-0332-1;27.07.2025 10:46;28.07.2025 04:00;Доставлен;29.07.2025 17:09;28.07.2025 06:34;1105;Маска для сна VK Хоппер;1776495536;1
48962835-0057;48962835-0057-2;27.07.2025 08:37;28.07.2025 14:00;Доставляется;;28.07.2025 18:17;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), M;1768353171;1
48962835-0057;48962835-0057-1;27.07.2025 08:37;28.07.2025 08:00;Доставляется;;28.07.2025 10:10;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), S;1768353187;1
30765110-0055;30765110-0055-3;27.07.2025 08:09;28.07.2025 00:00;Доставлен;29.07.2025 07:07;28.07.2025 00:13;1314;Футболка VK Kids Спаркс, графит (VKD-TS-001-700), 122;1774783414;1
58562435-0158;58562435-0158-1;27.07.2025 08:08;28.07.2025 09:30;Доставлен;29.07.2025 17:56;28.07.2025 10:41;418;Значок VK Спотти, металлический;1769215949;1
68777997-0066;68777997-0066-1;27.07.2025 07:21;30.07.2025 02:00;Доставляется;;29.07.2025 23:00;1145;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), XL;1768353194;1
36707949-0120;36707949-0120-1;27.07.2025 07:14;31.07.2025 08:00;Доставлен;02.08.2025 08:26;30.07.2025 09:23;1245;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), S;1768353245;1
46867663-0088;46867663-0088-2;27.07.2025 06:08;27.07.2025 12:30;Доставляется;;27.07.2025 17:25;345;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
40714294-0288;40714294-0288-1;27.07.2025 05:48;27.07.2025 10:00;Отменён;;27.07.2025 10:43;690;Брелок VK Стерео-варио Персик;1775747657;1
77285265-0014;77285265-0014-1;27.07.2025 04:03;27.07.2025 16:30;Доставляется;;27.07.2025 15:50;345;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
85971381-0017;85971381-0017-1;27.07.2025 00:31;27.07.2025 12:30;Доставляется;;27.07.2025 06:37;1353;Мягкая игрушка VK Лис;1768224487;1
06206263-0187;06206263-0187-3;26.07.2025 22:14;27.07.2025 04:00;Доставлен;01.08.2025 17:09;27.07.2025 06:36;210;"Брелок VK ""Супчик"", ПВХ";1775747679;1
06206263-0187;06206263-0187-2;26.07.2025 22:14;27.07.2025 04:00;Доставлен;01.08.2025 17:09;27.07.2025 06:29;210;"Брелок VK ""Супчик"", ПВХ";1775747679;1
37445414-0178;37445414-0178-2;26.07.2025 18:46;27.07.2025 00:00;Отменён;;27.07.2025 00:58;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), S;1768353187;1
37445414-0178;37445414-0178-1;26.07.2025 18:46;27.07.2025 20:00;Отменён;;27.07.2025 18:09;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), S;1768353201;1
0172598216-0022;0172598216-0022-1;26.07.2025 17:13;27.07.2025 00:00;Доставлен;28.07.2025 18:03;27.07.2025 00:09;4673;Худи VK Персик комикс, черное (VMS-SW-006-800), M;1778100212;1
44977880-0060;44977880-0060-1;26.07.2025 17:12;27.07.2025 08:00;Доставлен;30.07.2025 17:40;27.07.2025 10:09;1134;Мягкая игрушка VK Хоппер, малая;1768224467;1
35191980-0031;35191980-0031-1;26.07.2025 17:01;28.07.2025 11:00;Доставляется;;27.07.2025 12:25;2300;Худи VK Дигги комикс, серое (VMS-SW-001-700), XS;1778100197;1
78735808-0052;78735808-0052-3;26.07.2025 16:48;27.07.2025 00:00;Доставляется;;26.07.2025 20:13;275;Переводные татуировки VK Вид 3;1775908474;1
78735808-0052;78735808-0052-2;26.07.2025 16:48;28.07.2025 00:00;Доставляется;;27.07.2025 13:26;1038;Джиббитсы VK Fest;2241612231;1
52752873-0321;52752873-0321-1;26.07.2025 14:56;26.07.2025 21:00;Доставляется;;27.07.2025 00:57;2139;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
56872729-0301;56872729-0301-1;26.07.2025 14:25;27.07.2025 04:00;Доставлен;01.08.2025 14:29;26.07.2025 21:49;624;Пазл VK, 105 элементов;1769283057;1
02182091-0020;02182091-0020-1;26.07.2025 13:37;27.07.2025 08:00;Доставлен;01.08.2025 08:30;27.07.2025 09:21;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XXS;1768353231;1
66649428-0083;66649428-0083-1;26.07.2025 12:05;27.07.2025 02:30;Отменён;;;1129;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), M;1768353213;1
38201044-0286;38201044-0286-1;26.07.2025 09:57;31.07.2025 13:00;Доставлен;04.08.2025 16:44;31.07.2025 04:11;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), M;1768353238;1
0138177795-0003;0138177795-0003-3;26.07.2025 09:41;27.07.2025 04:00;Доставлен;04.08.2025 10:16;27.07.2025 02:39;210;"Брелок VK ""Супчик"", ПВХ";1775747679;1
0138177795-0003;0138177795-0003-1;26.07.2025 09:41;27.07.2025 04:00;Доставлен;04.08.2025 10:16;27.07.2025 02:39;210;"Брелок VK ""Супчик"", ПВХ";1775747679;1
29477051-1758;29477051-1758-2;26.07.2025 09:37;28.07.2025 00:00;Доставлен;29.07.2025 16:30;27.07.2025 11:16;345;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
29477051-1758;29477051-1758-1;26.07.2025 09:37;29.07.2025 18:30;Доставлен;01.08.2025 16:38;29.07.2025 14:08;395;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
11436303-0261;11436303-0261-1;26.07.2025 08:46;27.07.2025 00:00;Доставлен;27.07.2025 12:41;26.07.2025 20:09;345;Носки с Бака Акио, белые (VMS-SC-015-100), 41-44;1769119459;1
60602303-0037;60602303-0037-1;26.07.2025 08:38;27.07.2025 12:00;Доставлен;28.07.2025 12:41;27.07.2025 12:08;1327;Мягкая игрушка VK Лис;1768224487;1
23962627-0233;23962627-0233-1;26.07.2025 08:15;29.07.2025 13:00;Доставляется;;29.07.2025 12:26;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), M;1768353238;1
90946043-0259;90946043-0259-1;26.07.2025 07:48;26.07.2025 20:00;Доставлен;31.07.2025 15:30;26.07.2025 18:46;474;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
0158590803-0022;0158590803-0022-1;26.07.2025 07:17;26.07.2025 11:30;Доставлен;29.07.2025 09:25;26.07.2025 13:58;1101;Маска для сна VK Хоппер;1776495536;1
39330575-0101;39330575-0101-1;26.07.2025 07:09;28.07.2025 00:00;Доставлен;01.08.2025 15:17;27.07.2025 23:52;1353;Мягкая игрушка VK Спаркс;1768224517;1
0158590803-0021;0158590803-0021-1;26.07.2025 06:49;26.07.2025 11:30;Отменён;;;1101;Маска для сна VK Хоппер;1776495536;1
35133224-0004;35133224-0004-2;26.07.2025 06:06;26.07.2025 23:00;Доставлен;04.08.2025 11:44;26.07.2025 18:05;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), XXS;1768353214;1
35133224-0004;35133224-0004-1;26.07.2025 06:06;26.07.2025 12:00;Доставлен;04.08.2025 11:44;26.07.2025 10:11;624;Пазл VK, 105 элементов;1769283057;1
